Term,Description,Subsystem Tags,Documentation Tags,Associated Acronyms and Alternative Terms,Type
sqlite3,"A software package external to DM, sqlite3 provides a SQL interface compliant with the DB-API 2.0 specification for SQLite, a self-contained public-domain SQL database engine",DM,"https://www.sqlite.org/index.html, https://docs.python.org/3.4/library/sqlite3.html",,G
stack,"a grouping, usually in layers (hence stack), of software packages and services to achieve a common goal. Often providing a higher level set of end user oriented services and tools",DM,,,G
Standard Visit,A single observation of a LSST field comprised of two 15 second 'Snap' exposures that are immediately combined. An 'Alternate Standard Visit' is a single observation of a LSST field comprised of one 30 second exposure,DM,LSE-30,,G
Stop Work Authority,"The authority of any individual to stop work if unanticipated/unsafe conditions are identified or non-compliant practices are observed at the site. Workers shall be instructed stop the work immediately and notify their supervisor(s), safety and health representative(s), and the LSST site manager of this action. Disagreements or differences of opinion about the need to terminate an activity shall occur only after the activity is stopped and people are removed from the hazard. All workers at the site have the authority to stop work. Work may not proceed until the circumstances are investigated and deficiencies corrected",Adm,,,G
story,"A JIRA issue type describing a scheduled, self-contained task worked as part of an epic.  Typically, stories are appropriate for work worth between a fraction of a SP and 10 SP; beyond that, the work is insufficiently fine-grained to schedule as a story.  While fractional SP are fine, all stories involve work, so the SP total of an in progress or completed story should not be 0",DM,,,G
Stripe 82,"A 2.5° wide equatorial band of sky covering roughly 300 square degrees that was observed repeatedly in 5 passbands during the course of the SDSS, In part for calibration purposes",Sci,,,G
Structure Function,measure of variance of observations separated in time,Sci,,,G
Subcontract,An agreement under which another entity will perform part or all of the project's contract obligations,Adm,,,G
Subsystem,A set of elements comprising a system within the larger LSST system that is responsible for a key technical deliverable of the project,Adm,,,G
Subsystem Manager,"responsible manager for an LSST subsystem; he or she exercises authority, within prescribed limits and under scrutiny of the Project Manager, over the relevant subsystem's cost, schedule, and work plans",Adm,,,G
Subsystem Scientist,The principal science advisor  to a Subsystem Manager; he or she ensures that the subsystem specifications are appropriated for achieving the project's goals,Adm,,,G
Subsystem Systems Engineer,A subsystem team member who works closely with the Subsystem Manager and the project Systems Engineering group on internal integration of the subsystem's component parts and the subsystem's integration with the larger LSST system,Adm,,,G
Summit,"The site on the Cerro Pach\'{o}n, Chile mountaintop where the LSST observatory, support facilities, and infrastructure will be built",Adm,,,G
Summit Facility,"The main Observatory and Auxiliary Telescope buildings at the Summit Site on Cerro Pach\'{o}n, Chile",DM,LDM-148,,G
supertask,Deprecated term; see PipelineTask,DM,,PipelineTask,G
survey footprint,"The portion of the sky covered by data from an astronomical survey, e.g., the main wide-fast-deep LSST 10-year survey, the LSST deep drilling fields, or the Science Validation data taken during commissioning.  Sometimes represented by Boolean maps or other summary statistics in an all-sky representation, e.g., the IVOA MOC standard",DM,,,G
Synthetic Source Injection,injecting fake objects onto images to test the detection and measurement process,Sci DM,,,G
System Integration and Test,"The first year of the two-year Commissioning phase of the LSST Construction Project, during which the various technical components of the three subsystems will be integrated and compliance with ICDs and system level compliance as detailed in the LSST Observatory System Specifications document (OSS, LSE-30) will be shown. Roughly 4-6 months into the System I&T phase, the telescope and camera will be fully integrated and periodically producing science grade images over the full field of view, at which point 'System First Light' will be declared",TS CAM DM SE,,,G
Systems Engineer,A member of the Systems Engineering group who works closely with the Systems Engineering Manager and the Systems Scientist on the integrated LSST system's various technical issues spanning the full life cycle of the entire project,Adm,,,G
Systems Engineering,"an interdisciplinary field of engineering that focuses on how to design and manage complex engineering systems over their life cycles. Issues such as requirements engineering, reliability, logistics, coordination of different teams, testing and evaluation, maintainability and many other disciplines necessary for successful system development, design, implementation, and ultimate decommission become more difficult when dealing with large or complex projects. Systems engineering deals with work-processes, optimization methods, and risk management tools in such projects. It overlaps technical and human-centered disciplines such as industrial engineering, control engineering, software engineering, organizational studies, and project management. Systems engineering ensures that all likely aspects of a project or system are considered, and integrated into a whole",SE,,,G
Systems Engineering Manager,"individual responsible for the oversight and coordination of the LSST systems engineering efforts as well as the management of the Systems Engineering group and work package. The SEM is also the CCB Chair and as such is responsible for the execution, technical oversight, and coordination of configuration control activities",Adm,,,G
Systems Scientist,A member of the Systems Engineering group and chief liaison to all project scientists; the Systems Scientist works closely with the Systems Engineering Manager and is responsible for the flow-down of science requirements. The Systems Scientist ensures that acceptance testing and commissioning address the science requirements,Adm,,,G
Task,"Tasks are the basic unit of code re-use in the LSST Stack. They perform a well defined, logically contained piece of functionality. Tasks come standard with configuration, logging, processing metadata, and debugging features. For further details, see How to Write a Task in the source code documentation.  Tasks can be nested, providing a natural way to structure - and configure - high level algorithms that delegate work to lower-level algorithms",DM,http://doxygen.lsst.codes/stack/doxygen/x_mainDoxyDoc/pipe_tasks_write_task.html,"command-line task, PipelineTask",G
Technical Baseline Classified Index,"An index linking to the various requirements documents, specifications documents, ICDs, design documents, budgets and allocations, and WBS dictionaries defining the current baseline of the LSST project's technical scope (LSE-90)",Adm,LSE-90,,G
Telescope and Site,"The LSST subsystem responsible for design and construction of the telescope structure, telescope mirrors, optical wavefront measurement and control system, telescope and observatory control systems software, and the summit and base facilities",Adm,,,G
Template,"A co-added, single-band image of the sky that is deep, and created in a manner to remove transient or fast moving objects from the final image. Constituent images for templates may be selected from a limited range of quality parameters, such as PSF size or airmass. Such images are used to perform Difference Image Analysis in order to detect variable, transient, and Solar System astrophysical objects",DM,"LDM-151, LSE-163",Template Image,G
Tensor Processing Unit,a proprietary type of processor designed by Google in 2016 for use with neural networks and in machine learning projects,DM,,,G
test stand,"An environment used for testing the operation of the LSST Camera, or some component thereof. In the Data Management context, this generally refers to a simulated Camera readout system used to test the interface between the Camera and the DM system (see, for example, NTS)",DM CAM,,,G
Then-Year Cost,An extrapolation from the base year cost of a project element out to the year the cost actually will be incurred that accounts for escalation rates,Adm,,,G
tidy data,"Tidy datasets have a specific structure: each variable is a column, each observation is a row, and each type of observational unit is a table (Wickham, H., 2014, Journal of Statistical Software, Articles, 59, 1)",DM QA,DMTN-085,,G
tile,"Obsolete form of sky tessellation, superseded by tracts/patches",DM,,sky tile,G
timebox,"A limited time period assigned to a piece of work or other activity.  Useful in scheduling work which is not otherwise easily limited in scope, for example research projects or servicing user requests",DM,,sky tile,G
tracklet,Links between unassociated DIASources within one night to identify moving objects,DM,LDM-151,,G
tract,"A portion of sky, a spherical convex polygon, within the LSST all-sky tessellation (sky map). Each tract is subdivided into sky patches",DM,LDM-151,sky tract,G
transient,"A transient source is one that has been detected on a difference image, but has not been associated with either an astronomical object or a solar system body",Sci,,,G
Travel Administrator,The person responsible ensuring compliance with the LSST Travel Policy. S/he makes all travel arrangements for all individuals whose travel is paid by LSST. S/he also reviews all Travel Expense Reports (TER) to vet claimed expenses as allowable before submitting them for approval by the LSST Business Manager,Adm,,,G
User Generated Data Product,"The products of User Generated Processing pipelines; these products will originate from the community, including project teams",DM,LPM-231,Level 3 Data Product,G
User Generated Processing,"Any (re)processing of LSST data performed by a user, with either custom pipelines or reconfigured LSST software, to create User Generated Data Products. This processing will originate from the community, including project teams",DM,LPM-231,Level 3 Processing,G
Validation,"A process of confirming that the delivered system will provide its desired functionality; overall, a validation process includes the evaluation, integration, and test activities carried out at the system level to ensure that the final developed system satisfies the intent and performance of that system in operations",Adm,,,G
Verification,"The process of evaluating the design, including hardware and software - to ensure the requirements have been met;  verification (of requirements) is performed by test, analysis, inspection, and/or demonstration",Adm,,,G
Visit,"A sequence of one or more consecutive exposures at a given position, orientation, and filter within the LSST cadence. See Standard Visit, Alternate Standard Visit, and Non-Standard Visit",DM TS Sims,,,G
VOTable,IVOA standard for an interoperable data format for tabular data,VO,,,G
warp,"(noun) The pixels from a single CCD Exposure that overlap a given coadd patch, trimmed and resampled into the patch's coordinate system; in other words, an image that has been astrometrically registered to the common coordinate system of a tract",DM,LDM-151,,G
Wide-Fast-Deep,The main survey of the LSST to cover at least 18000 square degrees of the southern sky,DM TS,,WFD,G
Work Breakdown Structure,a tool that defines and organizes the LSST project's total work scope through the enumeration and grouping of the project's discrete work elements,Adm,,,G
Work Elements,The critical tasks of the LSST Project as represented in the WBS,Adm,,,G
World Coordinate System,"a mapping from image pixel coordinates to physical coordinates; in the case of images the mapping is to sky coordinates, generally in an equatorial (RA, Dec) system. The WCS is expressed in FITS file extensions as a collection of header keyword=value pairs (basically, the values of parameters for a selected functional representation of the mapping) that are specified in the FITS Standard",Sci,,,G
zBEAMS,Extension of BEAMS light curve classification method to include redshift ($z$) information,Sci,,,G
Zone,"Individually defined portions of the computational resources at the Summit, Base, USDF, and Satellite Facilities, such as the Pixel Zone, Prompt Zone,  Archive Zone, etc. ",DM,LDM-148,,G
